AAA,SOLD PRICE,SQFT,BEDS,BATH,PARK,Bay Street,Dufferin Grove,Kensington / China town,Little Portugal,Niagara,Palmerston / Little Italy,Trinity Bellwoods,University,Waterfront
adfgh,633000,600-699,1,1,1,,,,,,,,,1
adfgh,440000,0-499,0,1,0,,,,,,,,,1
adfgh,515000,500-599,1,1,0,,,,,,,,,1
adfgh,642000,700-799,1,1,1,,,,,,,,,1
adfgh,640000,500-599,1,1,0,,,,,,,,,1
adfgh,580800,500-599,1,1,0,,,,,,,,,1
adfgh,719900,700-799,1,2,1,,,,,,,,,1
adfgh,552000,500-599,1,1,0,,,,,,,,,1
adfgh,919110,800-899,1,1,1,,,,,,,,,1
adfgh,560000,500-599,1,1,1,,,,,,,,,1
adfgh,465000,0-499,0,1,0,,,,,,,,,1
adfgh,510000,700-799,1,1,0,,,,,,,,,1
adfgh,672000,700-799,1,1,1,,,,,,,,,1
adfgh,575088,500-599,1,1,1,,,,,,,,,1
adfgh,543000,500-599,1,1,1,,,,,,,,,1
adfgh,507500,0-499,1,1,0,,,,,,,,,1
adfgh,720000,600-699,1,1,1,,,,,,,,,1
adfgh,429000,500-599,0,1,0,,,,,,,,,1
adfgh,635000,600-699,1,1,0,,,,,,,,,1
adfgh,600000,500-599,1,1,1,,,,,,,,,1
adfgh,1328000,1200-1399,2,2,2,,,,,,,,,1
adfgh,699900,800-899,1,1,1,,,,,,,,,1
adfgh,609900,500-599,1,1,1,,,,,,,,,1
adfgh,486500,500-599,1,1,1,,,,,,,,,1
adfgh,623000,500-599,1,1,1,,,,,,,,,1
adfgh,1190000,900-999,2,2,1,,,,,,,,,1
adfgh,608000,500-599,1,1,0,,,,,,,,,1
adfgh,550000,500-599,1,1,0,,,,,,,,,1
adfgh,645000,600-699,1,1,1,,,,,,,,,1
adfgh,611000,500-599,1,1,1,,,,,,,,,1
adfgh,430000,0-499,0,1,0,,,,,,,,,1
adfgh,450000,500-599,1,1,0,,,,,,,,,1
adfgh,1185000,1200-1399,3,3,1,,,,,,,,,1
adfgh,794000,900-999,2,2,1,,,,,,,,,1
adfgh,556000,700-799,1,1,1,,,,,,,,,1
adfgh,570000,600-699,1,1,0,,,,,,,,,1
adfgh,879000,800-899,2,2,1,,,,,,,,,1
adfgh,593000,500-599,1,1,0,,,,,,,,,1
adfgh,537000,500-599,1,1,0,,,,,,,,,1
adfgh,707000,600-699,1,1,1,,,,,,,,,1
adfgh,823000,800-899,1,2,1,,,,,,,,,1
adfgh,1345000,1200-1399,3,2,1,,,,,,,,,1
adfgh,585000,500-599,1,1,0,,,,,,,,,1
adfgh,780000,700-799,2,2,1,,,,,,,,,1
adfgh,608800,600-699,1,1,1,,,,,,,,,1
adfgh,495000,600-699,1,1,0,,,,,,,,,1
adfgh,712228,800-899,1,1,1,,,,,,,,,1
adfgh,631000,700-799,1,1,1,,,,,,,,,1
adfgh,870000,1000-1199,2,2,1,,,,,,,,,1
adfgh,772000,1000-1199,2,2,1,,,,,,,,,1
adfgh,32500,,,0,1,,,,,,,,,1
adfgh,690100,500-599,1,1,0,,,,,,,,,1
adfgh,675000,600-699,1,1,1,,,,,,,,,1
adfgh,552000,500-599,1,1,1,,,,,,,,,1
adfgh,610000,600-699,1,1,1,,,,,,,,,1
adfgh,1025000,1200-1399,2,2,1,,,,,,,,,1
adfgh,776000,700-799,1,2,1,,,,,,,,,1
adfgh,545000,600-699,1,1,1,,,,,,,,,1
adfgh,535000,500-599,1,1,0,,,,,,,,,1
adfgh,775000,800-899,2,2,1,,,,,,,,,1
adfgh,530000,0-499,1,1,0,,,,,,,,,1
adfgh,1735000,1600-1799,2,2,1,,,,,,,,,1
adfgh,820000,800-899,2,1,1,,,,,,,,,1
adfgh,625000,700-799,1,1,0,,,,,,,,,1
adfgh,645000,600-699,1,1,1,,,,,,,,,1
adfgh,630000,800-899,1,1,0,,,,,,,,,1
adfgh,810000,900-999,2,2,1,,,,,,,,,1
adfgh,640000,500-599,1,1,0,,,,,,,,,1
adfgh,690000,800-899,2,2,1,,,,,,,,,1
adfgh,638000,600-699,1,1,0,,,,,,,,,1
adfgh,795000,800-899,2,2,1,,,,,,,,,1
adfgh,632000,500-599,1,1,0,,,,,,,,,1
adfgh,571500,500-599,1,1,0,,,,,,,,,1
adfgh,790000,800-899,2,2,1,,,,,,,,,1
adfgh,730000,900-999,2,2,1,,,,,,,,,1
adfgh,435000,0-499,0,1,0,,,,,,,,,1
adfgh,708000,600-699,2,1,1,,,,,,,,,1
adfgh,731100,800-899,2,2,1,,,,,,,,,1
adfgh,1190000,900-999,2,2,1,,,,,,,,,1
adfgh,803000,700-799,2,2,1,,,,,,,,,1
adfgh,752000,700-799,2,2,0,,,,,,,,,1
adfgh,720000,700-799,1,2,0,,,,,,,,,1
adfgh,750000,600-699,1,1,1,,,,,,,,,1
adfgh,512500,500-599,1,1,0,,,,,,,,,1
adfgh,655000,600-699,1,1,1,,,,,,,,,1
adfgh,570000,500-599,1,1,0,,,,,,,,,1
adfgh,510000,600-699,1,1,1,,,,,,,,,1
adfgh,555000,500-599,1,1,0,,,,,,,,,1
adfgh,686000,800-899,2,2,1,,,,,,,,,1
adfgh,769000,700-799,2,2,1,,,,,,,,,1
adfgh,712000,600-699,1,1,1,,,,,,,,,1
adfgh,547000,500-599,1,1,0,,,,,,,,,1
adfgh,655000,700-799,1,2,0,,,,,,,,,1
adfgh,698000,600-699,2,1,1,,,,,,,,,1
adfgh,625000,800-899,2,1,1,,,,,,,,,1
adfgh,610000,600-699,1,1,0,,,,,,,,,1
adfgh,555000,500-599,1,1,1,,,,,,,,,1
adfgh,655000,600-699,1,1,1,,,,,,,,,1
adfgh,590000,500-599,1,1,1,,,,,,,,,1
adfgh,507000,500-599,1,1,0,,,,,,,,,1
adfgh,800000,800-899,2,2,1,,,,,,,,,1
adfgh,504800,600-699,1,1,0,,,,,,,,,1
adfgh,670000,700-799,1,1,1,,,,,,,,,1
adfgh,3250000,2250-2499,2,3,1,,,,,,,,,1
adfgh,2040000,1400-1599,2,2,1,,,,,,,,,1
adfgh,640000,500-599,1,1,0,,,,,,,,,1
adfgh,570000,800-899,2,1,0,,,,,,,,,1
adfgh,1041500,900-999,2,2,1,,,,,,,,,1
adfgh,618000,800-899,2,1,0,,,,,,,,,1
adfgh,466000,0-499,1,1,0,,,,,,,,,1
adfgh,1250000,1600-1799,3,2,1,,,,,,,,,1
adfgh,750000,800-899,2,2,1,,,,,,,,,1
adfgh,779000,800-899,2,2,1,,,,,,,,,1
adfgh,576000,500-599,1,1,0,,,,,,,,,1
adfgh,504000,0-499,1,1,0,,,,,,,,,1
adfgh,560000,600-699,1,1,0,,,,,,,,,1
adfgh,886000,900-999,2,2,1,,,,,,,,,1
adfgh,509000,800-899,1,1,0,,,,,,,,,1
adfgh,581000,500-599,1,1,0,,,,,,,,,1
adfgh,798000,700-799,2,1,1,,,,,,,,,1
adfgh,660000,700-799,1,1,1,,,,,,,,,1
adfgh,650000,700-799,1,1,1,,,,,,,,,1
adfgh,509000,0-499,1,1,0,,,,,,,,,1
adfgh,678000,700-799,1,2,0,,,,,,,,,1
adfgh,869900,800-899,1,1,1,,,,,,,,,1
adfgh,685000,600-699,1,1,1,,,,,,,,,1
adfgh,445000,0-499,1,1,0,,,,,,,,,1
adfgh,528000,500-599,1,1,1,,,,,,,,,1
adfgh,699000,700-799,1,2,1,,,,,,,,,1
adfgh,940000,1000-1199,2,2,1,,,,,,,,,1
adfgh,582000,600-699,1,1,1,,,,,,,,,1
adfgh,888000,900-999,2,2,1,,,,,,,,,1
adfgh,975000,1200-1399,2,2,1,,,,,,,,,1
adfgh,892000,700-799,2,2,1,,,,,,,,,1
adfgh,564000,500-599,1,1,0,,,,,,,,,1
adfgh,565000,500-599,1,1,0,,,,,,,,,1
adfgh,525000,500-599,1,1,0,,,,,,,,,1
adfgh,681000,700-799,1,2,1,,,,,,,,,1
adfgh,681000,600-699,1,1,1,,,,,,,,,1
adfgh,1048000,1000-1199,2,2,1,,,,,,,,,1
adfgh,635000,600-699,1,1,0,,,,,,,,,1
adfgh,703500,700-799,1,2,1,,,,,,,,,1
adfgh,1216400,1000-1199,2,2,1,,,,,,,,,1
adfgh,869000,800-899,2,2,1,,,,,,,,,1
adfgh,616000,600-699,1,1,1,,,,,,,,,1
adfgh,1050000,1000-1199,2,2,1,,,,,,,,,1
adfgh,660000,700-799,1,1,1,,,,,,,,,1
adfgh,762000,700-799,1,1,1,,,,,,,,,1
adfgh,570000,500-599,1,1,0,,,,,,,,,1
adfgh,8000,,,0,,,,,,,,,,1
adfgh,628000,500-599,1,1,1,,,,,,,,,1
adfgh,2050000,1800-1999,2,2,2,,,,,,,,,1
adfgh,1700000,1600-1799,2,2,1,,,,,,,,,1
adfgh,618000,500-599,1,1,1,,,,,,,,,1
adfgh,728000,800-899,1,2,0,,,,,,,,,1
adfgh,598000,500-599,1,1,0,,,,,,,,,1
adfgh,500000,0-499,0,1,0,,,,,,,,,1
adfgh,598000,600-699,1,2,1,,,,,,,,,1
adfgh,605000,600-699,1,1,1,,,,,,,,,1
adfgh,504000,500-599,1,1,0,,,,,,,,,1
adfgh,873000,900-999,2,2,1,,,,,,,,,1
adfgh,482000,0-499,0,1,0,,,,,,,,,1
adfgh,715000,700-799,2,2,1,,,,,,,,,1
adfgh,680000,900-999,2,2,0,,,,,,,,,1
adfgh,840500,900-999,1,2,1,,,,,,,,,1
adfgh,496000,500-599,1,1,0,,,,,,,,,1
adfgh,543000,600-699,1,1,0,,,,,,,,,1
adfgh,453000,0-499,0,1,0,,,,,,,,,1
adfgh,742168,600-699,1,1,1,,,,,,,,,1
adfgh,690000,600-699,1,1,0,,,,,,,,,1
adfgh,541000,700-799,1,1,0,,,,,,,,,1
adfgh,640000,600-699,1,1,0,,,,,,,,,1
adfgh,556888,500-599,1,1,0,,,,,,,,,1
adfgh,7500,,,0,,,,,,,,,,1
adfgh,870000,1400-1599,3,3,2,,,,,,,,,1
adfgh,1025000,1200-1399,2,2,1,,,,,,,,,1
adfgh,1025000,1200-1399,2,2,1,,,,,,,,,1
adfgh,535000,600-699,1,1,1,,,,,,,,,1
adfgh,912500,900-999,2,2,1,,,,,,,,,1
adfgh,530100,0-499,1,1,0,,,,,,,,,1
adfgh,649000,600-699,1,1,1,,,,,,,,,1
adfgh,896000,800-899,2,2,1,,,,,,,,,1
adfgh,690000,600-699,1,1,1,,,,,,,,,1
adfgh,798800,1000-1199,2,2,1,,,,,,,,,1
adfgh,1039500,1000-1199,2,2,1,,,,,,,,,1
adfgh,690000,600-699,2,2,1,,,,,,,,,1
adfgh,660000,700-799,2,2,1,,,,,,,,,1
adfgh,712000,700-799,1,1,1,,,,,,,,,1
adfgh,649000,600-699,1,1,1,,,,,,,,,1
adfgh,1540000,1600-1799,3,3,2,,,,,,,,,1
adfgh,785000,700-799,2,3,1,,,,,,,,,1
adfgh,991000,1000-1199,3,2,1,,,,,,,,,1
adfgh,700000,700-799,2,1,1,,,,,,,,,1
adfgh,775000,700-799,2,2,1,,,,,,,,,1
adfgh,949900,900-999,2,2,1,,,,,,,,,1
adfgh,530100,500-599,1,1,0,,,,,,,,,1
adfgh,1250000,1200-1399,3,3,2,,,,,,,,,1
adfgh,932000,1000-1199,3,2,1,,,,,,,,,1
adfgh,982000,1000-1199,3,2,1,,,,,,,,,1
adfgh,1680000,1600-1799,2,2,2,,,,,,,,,1
adfgh,1780000,2000-2249,2,2,2,,,,,,,,,1
adfgh,740000,700-799,1,1,1,,,,,,,,,1
adfgh,710000,600-699,1,1,0,,,,,,,,,1
adfgh,460000,0-499,0,1,0,,,,,,,,,1
adfgh,1049000,1200-1399,2,2,1,,,,,,,,,1
adfgh,735000,700-799,1,2,1,,,,,,,,,1
adfgh,705500,600-699,1,1,1,,,,,,,,,1
adfgh,625000,500-599,1,1,0,,,,,,,,,1
adfgh,641000,700-799,1,1,1,,,,,,,,,1
adfgh,465000,0-499,0,1,1,,,,,,,,,1
adfgh,695000,700-799,2,2,1,,,,,,,,,1
adfgh,449000,0-499,0,1,0,,,,,,,,,1
adfgh,800000,800-899,1,1,1,,,,,,,,,1
adfgh,1175000,900-999,2,2,1,,,,,,,,,1
adfgh,651680,600-699,1,1,1,,,,,,,,,1
adfgh,957400,1000-1199,3,2,1,,,,,,,,,1
adfgh,569000,600-699,1,1,1,,,,,,,,,1
adfgh,621000,700-799,1,1,1,,,,,,,,,1
adfgh,645000,600-699,1,1,0,,,,,,,,,1
adfgh,490000,0-499,1,1,0,,,,,,,,,1
adfgh,692000,700-799,1,1,1,,,,,,,,,1
adfgh,812000,900-999,2,2,1,,,,,,,,,1
adfgh,640000,700-799,1,1,0,,,,,,,,,1
adfgh,910000,700-799,2,2,1,,,,,,,,,1
adfgh,788000,900-999,2,2,1,,,,,,,,,1
adfgh,1685000,1600-1799,3,2,2,,,,,,,,,1
adfgh,550500,0-499,1,1,0,,,,,,,,,1
adfgh,1190000,1600-1799,2,2,1,,,,,,,,,1
adfgh,422000,0-499,0,1,0,,,,,,,,,1
adfgh,785000,900-999,2,2,1,,,,,,,,,1
adfgh,653500,600-699,1,1,0,,,,,,,,,1
adfgh,2200000,2000-2249,2,3,2,,,,,,,,,1
adfgh,689900,800-899,1,2,1,,,,,,,,,1
adfgh,520000,0-499,1,1,0,,,,,,,,,1
adfgh,551000,500-599,1,1,1,,,,,,,,,1
adfgh,545000,500-599,1,1,0,,,,,,,,,1
adfgh,980000,1000-1199,2,2,1,,,,,,,,,1
adfgh,617000,600-699,1,1,1,,,,,,,,,1
adfgh,550000,0-499,1,1,0,,,,,,,,,1
adfgh,580000,600-699,1,1,1,,,,,,,,,1
adfgh,547500,0-499,1,1,0,,,,,,,,,1
adfgh,640800,500-599,1,1,1,,,,,,,,,1
adfgh,601000,600-699,1,1,1,,,,,,,,,1
adfgh,1189000,1400-1599,2,2,1,,,,,,,,,1
adfgh,489500,0-499,0,1,0,,,,,,,,,1
adfgh,550000,500-599,1,1,0,,,,,,,,,1
adfgh,625000,800-899,2,1,1,,,,,,,,,1
adfgh,805000,700-799,2,2,1,,,,,,,,,1
adfgh,625000,600-699,1,1,0,,,,,,,,,1
adfgh,590000,600-699,1,1,0,,,,,,,,,1
adfgh,850000,700-799,2,2,1,,,,,,,,,1
adfgh,780000,700-799,2,2,1,,,,,,,,,1
adfgh,1750000,1600-1799,3,3,2,,,,,,,,,1
adfgh,618900,500-599,1,1,1,,,,,,,,,1
adfgh,682500,700-799,2,2,1,,,,,,,,,1
adfgh,681000,800-899,2,2,1,,,,,,,,,1
adfgh,760000,900-999,2,2,1,,,,,,,,,1
adfgh,1650000,1200-1399,2,2,1,,,,,,,,,1
adfgh,1078600,900-999,2,2,1,,,,,,,,,1
adfgh,735000,800-899,2,2,1,,,,,,,,,1
adfgh,573000,500-599,1,1,0,,,,,,,,,1
adfgh,476000,0-499,0,1,1,,,,,,,,,1
adfgh,777400,900-999,2,2,1,,,,,,,,,1
adfgh,990000,1200-1399,2,3,1,,,,,,,,,1
adfgh,443888,0-499,0,1,0,,,,,,,,,1
adfgh,924200,800-899,2,2,1,,,,,,,,,1
adfgh,590000,500-599,1,1,0,,,,,,,,,1
adfgh,873000,1000-1199,2,2,1,,,,,,,,,1
adfgh,795000,1000-1199,2,1,0,,,,,,,,,1
adfgh,595000,700-799,1,1,0,,,,,,,,,1
adfgh,1150000,1000-1199,2,2,1,,,,,,,,,1
adfgh,592000,700-799,1,2,1,,,,,,,,,1
adfgh,1210000,1400-1599,2,3,2,,,,,,,,,1
adfgh,485000,500-599,0,1,1,,,,,,,,,1
adfgh,775000,800-899,1,1,0,,,,,,,,,1
adfgh,683000,600-699,1,1,1,,,,,,,,,1
adfgh,575400,600-699,1,1,0,,,,,,,,,1
adfgh,800000,700-799,2,2,1,,,,,,,,,1
adfgh,1038500,1000-1199,2,2,1,,,,,,,,,1
adfgh,710000,800-899,2,2,1,,,,,,,,,1
adfgh,600000,600-699,1,1,0,,,,,,,,,1
adfgh,699900,600-699,1,1,0,,,,,,,,,1
adfgh,1145000,1400-1599,2,3,1,,,,,,,,,1
adfgh,505000,0-499,1,1,0,,,,,,,,,1
adfgh,615000,600-699,1,1,0,,,,,,,,,1
adfgh,552000,500-599,1,1,0,,,,,,,,,1
adfgh,549000,800-899,1,1,0,,,,,,,,,1
adfgh,955000,800-899,2,2,1,,,,,,,,,1
adfgh,999000,1000-1199,2,1,1,,,,,,,,,1
adfgh,575800,500-599,1,1,0,,,,,,,,,1
adfgh,1000800,1000-1199,2,2,1,,,,,,,,,1
adfgh,535000,0-499,1,1,0,,,,,,,,,1
adfgh,744900,700-799,2,2,1,,,,,,,,,1
adfgh,495000,0-499,1,1,0,,,,,,,,,1
adfgh,545000,600-699,1,1,0,,,,,,,,,1
adfgh,540000,500-599,1,1,0,,,,,,,,,1
adfgh,685000,700-799,1,1,1,,,,,,,,,1
adfgh,671500,600-699,1,1,1,,,,,,,,,1
adfgh,940000,900-999,2,2,1,,,,,,,,,1
adfgh,668000,500-599,1,1,0,,,,,,,,,1
adfgh,850000,700-799,2,2,1,,,,,,,,,1
adfgh,580000,700-799,1,1,0,,,,,,,,,1
adfgh,680000,800-899,2,2,1,,,,,,,,,1
adfgh,719000,600-699,1,1,1,,,,,,,,,1
adfgh,620000,600-699,1,1,0,,,,,,,,,1
adfgh,550000,500-599,1,1,0,,,,,,,,,1
adfgh,685000,700-799,1,1,1,,,,,,,,,1
adfgh,1395000,1200-1399,2,2,1,,,,,,,,,1
adfgh,1100000,1000-1199,2,2,1,,,,,,,,,1
adfgh,685000,600-699,1,1,1,,,,,,,,,1
adfgh,520000,500-599,1,1,0,,,,,,,,,1
adfgh,726000,700-799,1,1,1,,,,,,,,,1
adfgh,642000,700-799,1,2,1,,,,,,,,,1
adfgh,629000,700-799,1,1,0,,,,,,,,,1
adfgh,2000000,1600-1799,2,3,2,,,,,,,,,1
adfgh,603000,600-699,1,1,0,,,,,,,,,1
adfgh,2025000,1400-1599,2,2,1,,,,,,,,,1
adfgh,665000,800-899,1,2,1,,,,,,,,,1
adfgh,799000,700-799,1,2,1,,,,,,,,,1
adfgh,535500,500-599,1,1,0,,,,,,,,,1
adfgh,560000,500-599,1,1,0,,,,,,,,,1
adfgh,503000,500-599,1,1,0,,,,,,,,,1
adfgh,595000,0-499,1,1,0,,,,,,,,,1
adfgh,730000,700-799,2,2,1,,,,,,,,,1
adfgh,468800,0-499,0,1,0,,,,,,,,,1
adfgh,560500,500-599,1,1,0,,,,,,,,,1
adfgh,901000,800-899,2,2,1,,,,,,,,,1
adfgh,540000,600-699,1,1,0,,,,,,,,,1
adfgh,585000,500-599,1,1,1,,,,,,,,,1
adfgh,600000,500-599,1,1,0,,,,,,,,,1
adfgh,473000,0-499,1,1,0,,,,,,,,,1
adfgh,585000,600-699,1,1,0,,,,,,,,,1
adfgh,1919500,2000-2249,3,3,1,,,,,,,,,1
adfgh,950000,1000-1199,2,2,1,,,,,,,,,1
adfgh,369900,0-499,0,1,0,,,,,,,,,1
adfgh,560000,500-599,1,1,0,,,,,,,,,1
adfgh,675000,500-599,1,1,0,,,,,,,,,1
adfgh,557000,0-499,1,1,0,,,,,,,,,1
adfgh,85750,,,0,1,,,,,,,,,1
adfgh,635000,600-699,1,1,0,,,,,,,,,1
adfgh,618000,600-699,1,1,0,,,,,,,,,1
adfgh,838000,800-899,2,2,1,,,,,,,,,1
adfgh,570000,800-899,2,1,0,,,,,,,,,1
adfgh,545000,600-699,1,1,0,,,,,,,,,1
adfgh,800000,800-899,2,2,1,,,,,,,,,1
adfgh,600000,500-599,1,1,0,,,,,,,,,1
adfgh,508000,0-499,1,1,0,,,,,,,,,1
adfgh,636000,500-599,1,1,0,,,,,,,,,1
adfgh,798000,600-699,1,1,1,,,,,,,,,1
adfgh,1003000,1200-1399,3,2,1,,,,,,,,,1
adfgh,630000,600-699,1,1,0,,,,,,,,,1
adfgh,699000,600-699,2,1,1,,,,,,,,,1
adfgh,470000,0-499,1,1,0,,,,,,,,,1
adfgh,980000,900-999,2,2,1,,,,,,,,,1
adfgh,1410000,900-999,2,2,0,,,,,,,,,1
adfgh,550000,500-599,1,1,0,,,,,,,,,1
adfgh,886800,800-899,3,2,1,,,,,,,,,1
adfgh,430000,0-499,0,1,0,,,,,,,,,1
adfgh,618000,500-599,1,1,1,,,,,,,,,1
adfgh,698000,800-899,1,1,1,,,,,,,,,1
adfgh,868000,700-799,1,2,1,,,,,,,,,1
adfgh,938800,900-999,2,2,1,,,,,,,,,1
adfgh,513333,0-499,1,1,0,,,,,,,,,1
adfgh,676900,600-699,1,1,0,,,,,,,,,1
adfgh,729000,600-699,1,1,0,,,,,,,,,1
adfgh,1189000,1200-1399,3,2,1,,,,,,,,,1
adfgh,720800,700-799,2,1,0,,,,,,,,,1
adfgh,1215000,1200-1399,2,2,1,,,,,,,,,1
adfgh,650000,800-899,1,1,1,,,,,,,,,1
adfgh,788000,700-799,2,2,1,,,,,,,,,1
adfgh,855000,900-999,2,2,1,,,,,,,,,1
adfgh,615000,500-599,1,1,0,,,,,,,,,1
adfgh,528000,500-599,1,1,0,,,,,,,,,1
adfgh,690000,600-699,1,1,1,,,,,,,,,1
adfgh,575000,500-599,1,1,0,,,,,,,,,1
adfgh,995000,1200-1399,2,2,1,,,,,,,,,1
adfgh,552500,0-499,1,1,1,,,,,,,,,1
adfgh,647500,600-699,1,1,0,,,,,,,,,1
adfgh,581000,500-599,1,1,0,,,,,,,,,1
adfgh,600000,700-799,1,1,0,,,,,,,,,1
adfgh,1115000,1200-1399,2,3,2,,,,,,,,,1
adfgh,560000,600-699,1,1,1,,,,,,,,,1
adfgh,671500,600-699,1,1,1,,,,,,,,,1
adfgh,565000,0-499,1,1,0,,,,,,,,,1
adfgh,741000,700-799,1,2,1,,,,,,,,,1
adfgh,626000,500-599,1,1,0,,,,,,,,,1
adfgh,1480000,1600-1799,3,3,2,,,,,,,,,1
adfgh,630000,500-599,1,1,0,,,,,,,,,1
adfgh,675000,600-699,1,1,0,,,,,,,,,1
adfgh,739990,800-899,2,2,0,,,,,,,,,1
adfgh,505000,500-599,1,1,0,,,,,,,,,1
adfgh,625000,700-799,1,1,0,,,,,,,,,1
adfgh,555000,500-599,1,1,0,,,,,,,,,1
adfgh,686000,600-699,1,1,1,,,,,,,,,1
adfgh,832000,600-699,2,2,1,,,,,,,,,1
adfgh,680000,700-799,1,1,1,,,,,,,,,1
adfgh,825000,700-799,2,2,0,,,,,,,,,1
adfgh,598888,500-599,1,1,1,,,,,,,,,1
adfgh,704110,700-799,1,1,0,,,,,,,,,1
adfgh,802000,1000-1199,2,2,2,,,,,,,,,1
adfgh,840000,900-999,2,2,1,,,,,,,,,1
adfgh,790000,900-999,2,2,1,,,,,,,,,1
adfgh,619110,600-699,1,1,0,,,,,,,,,1
adfgh,675000,600-699,1,1,1,,,,,,,,,1
adfgh,681000,500-599,1,1,0,,,,,,,,,1
adfgh,610000,500-599,1,1,1,,,,,,,,,1
adfgh,734000,900-999,2,2,1,,,,,,,,,1
adfgh,629000,600-699,1,1,0,,,,,,,,,1
adfgh,630000,0-499,1,1,0,,,,,,,,,1
adfgh,549000,600-699,1,1,0,,,,,,,,,1
adfgh,675000,700-799,2,2,0,,,,,,,,,1
adfgh,560000,700-799,1,1,1,,,,,,,,,1
adfgh,460000,0-499,0,1,0,,,,,,,,,1
adfgh,536000,500-599,1,1,0,,,,,,,,,1
adfgh,701000,700-799,2,1,1,,,,,,,,,1
adfgh,928000,800-899,2,2,1,,,,,,,,,1
adfgh,960000,1200-1399,2,2,1,,,,,,,,,1
adfgh,887000,700-799,2,2,1,,,,,,,,,1
adfgh,660000,700-799,2,2,1,,,,,,,,,1
adfgh,512500,500-599,1,1,0,,,,,,,,,1
adfgh,545000,500-599,1,1,0,,,,,,,,,1
adfgh,740000,700-799,1,1,1,,,,,,,,,1
adfgh,2240000,1600-1799,3,3,2,,,,,,,,,1
adfgh,865000,900-999,2,2,1,,,,,,,,,1
adfgh,650000,600-699,1,1,1,,,,,,,,,1
adfgh,545000,0-499,1,1,1,,,,,,,,,1
adfgh,1575000,1400-1599,2,2,1,,,,,,,,,1
adfgh,1175000,1000-1199,2,2,1,,,,,,,,,1
adfgh,675000,700-799,1,1,0,,,,,,,,,1
adfgh,830000,800-899,2,2,1,,,,,,,,,1
adfgh,1250000,1000-1199,2,2,1,,,,,,,,,1
adfgh,715000,800-899,1,1,0,,,,,,,,,1
adfgh,720000,800-899,2,2,1,,,,,,,,,1
adfgh,545000,0-499,1,1,0,,,,,,,,,1
adfgh,612000,600-699,1,1,0,,,,,,,,,1
adfgh,960300,1000-1199,3,2,1,,,,,,,,,1
adfgh,680000,500-599,1,1,0,,,,,,,,,1
adfgh,789900,700-799,1,1,1,,,,,,,,,1
adfgh,665000,600-699,1,1,0,,,,,,,,,1
adfgh,925000,1000-1199,1,2,1,,,,,,,,,1
adfgh,1275000,1200-1399,2,3,1,,,,,,,,,1
adfgh,552000,0-499,1,1,0,,,,,,,,,1
adfgh,647000,600-699,1,1,1,,,,,,,,,1
adfgh,545000,0-499,1,1,0,,,,,,,,,1
adfgh,1100000,1000-1199,2,2,1,,,,,,,,,1
adfgh,423000,0-499,0,1,0,,,,,,,,,1
adfgh,700000,600-699,1,1,1,,,,,,,,,1
adfgh,580000,600-699,1,1,1,,,,,,,,,1
adfgh,635000,500-599,1,1,2,,,,,,,,,1
adfgh,956666,700-799,2,2,1,,,,,,,,,1
adfgh,735000,700-799,1,2,0,,,,,,,,,1
adfgh,593500,500-599,1,1,1,,,,,,,,,1
adfgh,880000,1000-1199,2,1,1,,,,,,,,,1
adfgh,525000,500-599,1,1,0,,,,,,,,,1
adfgh,608000,0-499,1,1,0,,,,,,,,,1
adfgh,980000,800-899,2,2,1,,,,,,,,,1
adfgh,701000,600-699,1,1,0,,,,,,,,,1
adfgh,583000,500-599,1,1,1,,,,,,,,,1
adfgh,589900,700-799,1,1,1,,,,,,,,,1
adfgh,608000,500-599,1,1,0,,,,,,,,,1
adfgh,530000,700-799,1,1,0,,,,,,,,,1
adfgh,690000,700-799,1,2,0,,,,,,,,,1
adfgh,561000,0-499,1,1,0,,,,,,,,,1
adfgh,575000,500-599,1,1,1,,,,,,,,,1
adfgh,568000,0-499,1,1,0,,,,,,,,,1
adfgh,480000,0-499,1,1,0,,,,,,,,,1
adfgh,613000,600-699,1,1,0,,,,,,,,,1
adfgh,580000,700-799,1,2,0,,,,,,,,,1
adfgh,610000,600-699,1,1,0,,,,,,,,,1
adfgh,685000,700-799,1,1,1,,,,,,,,,1
adfgh,1295000,1400-1599,2,3,1,,,,,,,,,1
adfgh,480000,0-499,0,1,0,,,,,,,,,1
adfgh,708000,800-899,1,1,0,,,,,,,,,1
adfgh,629900,700-799,1,1,1,,,,,,,,,1
adfgh,488000,0-499,1,1,0,,,,,,,,,1
adfgh,440000,0-499,0,1,0,,,,,,,,,1
adfgh,905000,700-799,2,2,1,,,,,,,,,1
adfgh,561500,800-899,1,1,1,,,,,,,,,1
adfgh,785000,800-899,2,2,1,,,,,,,,,1
adfgh,1750000,1600-1799,2,2,2,,,,,,,,,1
adfgh,629900,600-699,1,1,1,,,,,,,,,1
adfgh,884000,1000-1199,2,2,1,,,,,,,,,1
adfgh,536289,500-599,1,1,0,,,,,,,,,1
adfgh,560000,500-599,1,1,0,,,,,,,,,1
adfgh,608000,700-799,1,1,0,,,,,,,,,1
adfgh,650000,500-599,1,1,0,,,,,,,,,1
adfgh,995000,1000-1199,2,2,1,,,,,,,,,1
adfgh,560000,600-699,1,1,0,,,,,,,,,1
adfgh,515000,0-499,1,1,0,,,,,,,,,1
